fiberid,radeg,decdeg,source_id,bdbs_id,n6569_oid,BDBS_match,photometry_ok,gaia_ok,phot_g_mean_mag,umag,gmag,rmag,imag,zmag,ymag,u0,g0,r0,i0,z0,y0,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,RVraw,RV_adopted,e_RV_adopted,SNR_CaT,rv_quality,rv_member_window_NGC6569,CaT1,CaT2,CaT3,SumEW23,FeHDP_avg_W2W3,FeHDP_stddev_W2W3,FeHDP_W2,FeHDP_W3,FeHDP_W3_minus_W2,FeHDP_flag,FeHDP_quality,Teff_avg_SP,Teff_std_SP,logg_avg_SP,logg_stddex_SP,MH_avg_SP,MH_stddex_SP,FeH_avg_SP,FeH_stddex_SP,aFe_avg_SP,aFe_stddex_SP,SP_FeH_N,SP_aFe_N,SP_quality,SED_status,SED_ok,SED_n_bands_used,SED_red_chi2,SED_auto_rejected_bands,SED_phot_mismatch_bool,SED_best_Teff,SED_best_logg,SED_best_FeH,SED_best_aFe,dTeff_SED_minus_SP,dlogg_SED_minus_SP,dFeH_SED_minus_SP,daFe_SED_minus_SP,SED_agreement,Teff_adopted,e_Teff_adopted,logg_adopted,e_logg_adopted,FeH_adopted,e_FeH_adopted,FeH_source,aFe_adopted,e_aFe_adopted,aFe_source,chem_window_adopted,high_alpha_window,table_use_flag
185,272.993,-31.878,4048850517300089344,113637134,58874,matched,TRUE,TRUE,16.294,19.578,17.307,16.382,15.907,15.671,15.455,18.408,16.373,15.697,15.4,15.281,15.144,-3.144,0.064,-7.67,0.047,0.085,0.055,174.871,161.518,3.341,18.5,usable,FALSE,0.818,1.923,1.883,3.806,-1.365,0.113,-1.284727,-1.444731,-0.160004,ok,good,5656.5,381.1,4.007,1.011,-0.274,0.43,-0.565,0.275,0.359,0.356,2,2,usable,modeled,FALSE,5,2.742,g,FALSE,5000,3,0,0,-656.5,-1.007,0.565,-0.359,check,5656.5,381.1,4.007,1.011,-0.565,0.275,SP_Ace_primary_CaT_DP_disagrees,0.359,0.356,SP_Ace,TRUE,TRUE,secondary
186,273.105,-31.877,4048803822458832000,146959807,185229,matched,TRUE,TRUE,16.127,19.801,17.233,16.202,15.771,15.433,15.257,18.452,16.156,15.412,15.186,14.983,14.899,-3.913,0.083,-7.944,0.06,0.101,0.075,-79.243,-92.597,4.623,16.7,usable,FALSE,0.966,2.707,2.135,4.842,-0.993,0.075,-0.940219,-1.046647,-0.106428,ok,good,4772,160.7,1.642,0.499,-0.589,0.145,-0.788,0.136,0.29,0.27,2,2,usable,modeled,TRUE,6,0.546,,FALSE,4500,2.5,-1,0.4,-272,0.858,-0.212,0.11,check,4772,160.7,1.642,0.499,-0.881,0.101,SP_Ace+CaT_DP_consensus,0.29,0.27,SP_Ace,TRUE,TRUE,secondary
187,273.055,-31.897,4048803380099982080,113817192,88910,matched,TRUE,TRUE,15.609,19.816,16.774,15.636,15.231,14.848,14.627,18.606,15.808,14.928,14.707,14.445,14.306,-4.702,0.116,-5.87,0.084,0.157,0.101,110.543,97.189,3.538,16.1,usable,FALSE,1.402,2.917,2.275,5.191,-0.909,0.036,-0.934717,-0.883313,0.051404,ok,good,4796.5,184.7,3.212,0.458,-0.455,0.127,-0.455,0.108,-0.008,0.342,2,2,usable,modeled,TRUE,6,1.562,,FALSE,4500,2.5,-1,0.4,-296.5,-0.712,-0.545,0.408,check,4796.5,184.7,3.212,0.458,-0.455,0.12,SP_Ace_primary_CaT_DP_disagrees,-0.008,0.342,SP_Ace,FALSE,FALSE,secondary
188,272.911,-31.904,4048844714877948288,113397138,23816,matched,TRUE,TRUE,15.559,19.541,16.667,15.607,15.204,14.926,14.726,18.497,15.834,14.996,14.751,14.578,14.449,-4.595,0.045,-7.03,0.034,-0.006,0.04,178.554,165.201,3.666,13.8,weak,FALSE,1.143,2.722,2.456,5.178,-0.967,0.03,-0.945845,-0.988199,-0.042354,ok,good,4668.5,149.8,2.727,0.418,-0.315,0.146,-0.336,0.143,0.029,0.384,2,2,weak,modeled,TRUE,6,0.499,,FALSE,4500,2,-0.75,0.3,-168.5,-0.727,-0.414,0.271,check,4668.5,149.8,2.727,0.418,-0.336,0.143,SP_Ace_primary_CaT_DP_disagrees,0.029,0.384,SP_Ace,FALSE,FALSE,caution
189,272.867,-31.897,4048845363499603200,113270863,9223,matched,TRUE,TRUE,16.203,19.84,17.264,16.262,15.829,15.55,15.409,18.79,16.426,15.647,15.374,15.2,15.13,-4.294,0.061,-6.086,0.045,0.045,0.053,41.023,27.669,3.264,13.6,weak,FALSE,1.341,2.86,2.226,5.086,-0.824,0.021,-0.838874,-0.809552,0.029322,ok,good,4869.5,207.6,3.493,0.41,-0.339,0.162,-0.29,0.212,-0.078,0.339,2,2,weak,modeled,TRUE,5,0.807,g,FALSE,4750,2.5,-0.5,0.2,-119.5,-0.993,-0.21,0.278,check,4869.5,207.6,3.493,0.41,-0.29,0.212,SP_Ace_primary_CaT_DP_disagrees,-0.078,0.339,SP_Ace,FALSE,FALSE,caution
191,273.151,-31.903,4048802825983603072,147090223,208507,matched,TRUE,TRUE,16.57,20.457,17.763,16.667,16.15,15.829,15.59,18.866,16.493,15.735,15.46,15.298,15.167,-3.777,0.072,-8.225,0.054,0.035,0.061,94.238,80.884,3.328,14.1,weak,FALSE,1.778,2.608,1.945,4.553,-0.866,0.133,-0.959774,-0.772258,0.187516,ok,usable,4967,209.6,3.427,0.531,-0.7,0.193,-0.685,0.203,-0.023,0.409,2,2,weak,modeled,TRUE,6,0.609,,FALSE,4500,2.5,-1,0.4,-467,-0.927,-0.315,0.423,check,4967,209.6,3.427,0.531,-0.802,0.121,SP_Ace+CaT_DP_consensus,-0.023,0.409,SP_Ace,FALSE,FALSE,caution
192,272.896,-31.878,4048845573871626496,113354310,18393,matched,TRUE,TRUE,13.822,19.68,17.341,15.508,13.084,11.854,11.271,18.74,16.59,14.957,12.676,11.54,11.021,-3.402,0.071,-6.212,0.054,0.07,0.06,80.913,67.559,3.391,4,weak,FALSE,0.657,0.879,1.075,1.954,-2.698,0.154,-2.588745,-2.807031,-0.218286,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-2.698,0.154,CaT_DP_only,,,none,FALSE,FALSE,caution
193,273.194,-31.842,4048804857568608256,147211260,230960,matched,TRUE,TRUE,16.009,20.144,17.366,16.155,15.555,15.149,14.93,18.506,16.058,15.196,14.845,14.603,14.495,-4.481,0.052,-8.041,0.038,0.116,0.046,-309.257,-322.611,3.243,16.7,usable,FALSE,1.116,2.523,2.043,4.566,-1.115,0.037,-1.08861,-1.140738,-0.052128,ok,good,4744,171.2,3.046,0.579,-0.848,0.154,-0.948,0.141,0.154,0.364,2,2,usable,modeled,TRUE,6,0.16,,FALSE,4250,2,-1.5,0.4,-494,-1.046,-0.552,0.246,check,4744,171.2,3.046,0.579,-1.026,0.103,SP_Ace+CaT_DP_consensus,0.154,0.364,SP_Ace,TRUE,FALSE,secondary
194,273.15,-31.855,4048804720129026560,147088454,208190,matched,TRUE,TRUE,14.129,19.663,15.825,14.353,13.643,13.153,12.868,18.126,14.598,13.453,12.977,12.64,12.46,-3.803,0.028,-6.045,0.02,0.084,0.024,-9.311,-22.665,4.108,13.3,weak,FALSE,1.39,3.886,2.881,6.766,-0.697,0.033,-0.720977,-0.673917,0.04706,ok,good,4137.5,65.3,2.574,0.289,-0.125,0.105,-0.18,0.071,0.078,0.22,2,2,weak,modeled,TRUE,5,1.078,u,FALSE,4000,2.5,-0.75,0.3,-137.5,-0.074,-0.57,0.222,check,4137.5,100,2.574,0.289,-0.18,0.12,SP_Ace_primary_CaT_DP_disagrees,0.078,0.22,SP_Ace,FALSE,FALSE,caution
195,272.923,-31.843,4048851788610482304,113432882,28664,matched,TRUE,TRUE,15.775,19.348,16.798,15.879,15.413,15.181,15.002,18.417,16.055,15.334,15.009,14.87,14.755,-4.134,0.048,-7.105,0.035,0.119,0.041,-5.799,-19.153,5.146,17.8,usable,FALSE,1.162,3.286,2.094,5.381,-0.844,0.025,-0.825813,-0.861289,-0.035476,ok,good,4908,169,2.912,0.471,-0.49,0.164,-0.605,0.164,0.161,0.407,2,2,usable,modeled,TRUE,6,0.282,,FALSE,4500,2.5,-1,0.4,-408,-0.412,-0.395,0.239,check,4908,169,2.912,0.471,-0.735,0.111,SP_Ace+CaT_DP_consensus,0.161,0.407,SP_Ace,TRUE,FALSE,secondary
196,273.151,-31.869,4048804544097534464,147091635,208738,matched,TRUE,TRUE,14.682,19.69,16.201,14.856,14.196,13.792,13.554,18.138,14.962,13.947,13.523,13.274,13.142,-3.706,0.032,-7.598,0.023,0.102,0.028,-97.862,-111.215,3.308,21.8,good,FALSE,1.439,3.271,2.677,5.948,-0.861,0.046,-0.89334,-0.828542,0.064798,ok,good,4239.5,63.7,2.373,0.333,-0.405,0.102,-0.51,0.077,0.156,0.214,2,2,good,modeled,TRUE,5,0.724,u,FALSE,4250,1.5,-1,0.4,10.5,-0.873,-0.49,0.244,check,4239.5,100,2.373,0.333,-0.51,0.12,SP_Ace_primary_CaT_DP_disagrees,0.156,0.214,SP_Ace,TRUE,FALSE,secondary
197,273.112,-31.794,4048805854001248384,146979491,188620,matched,TRUE,TRUE,16.253,19.831,17.417,16.343,15.803,15.512,15.275,18.076,16.016,15.315,15.042,14.927,14.809,-3.856,0.06,-6.355,0.043,0.111,0.049,37.248,23.895,3.393,17.1,usable,FALSE,1.346,2.702,2.001,4.703,-0.968,0.022,-0.983355,-0.952223,0.031132,ok,good,4652,235,1.02,1.17,-0.97,0.29,-1.43,0.32,0.597,0.927,1,1,weak,modeled,TRUE,6,0.287,,FALSE,4750,1,-1.5,0.4,98,-0.02,-0.07,-0.197,consistent,4652,235,1.02,1.17,-1.43,0.32,SP_Ace_primary_CaT_DP_disagrees,0.597,0.927,SP_Ace,FALSE,FALSE,RV_CaT_only
198,272.907,-31.826,4048851861706186368,113387465,22524,matched,TRUE,TRUE,16.174,19.678,17.237,16.223,15.844,15.561,15.337,18.594,16.371,15.588,15.374,15.199,15.049,-3.267,0.053,-6.15,0.04,0.126,0.05,-73.74,-87.094,5.041,17,usable,FALSE,0.95,2.582,1.888,4.47,-1.115,0.079,-1.058499,-1.170719,-0.11222,ok,good,5007,259.4,2.727,0.365,-0.341,0.241,-0.47,0.229,0.174,0.436,2,2,usable,modeled,TRUE,6,0.808,,FALSE,4500,3,-1,0.4,-507,0.273,-0.53,0.226,check,5007,259.4,2.727,0.365,-0.47,0.229,SP_Ace_primary_CaT_DP_disagrees,0.174,0.436,SP_Ace,FALSE,FALSE,secondary
199,272.866,-31.834,4048848971107320192,113266698,8809,matched,TRUE,TRUE,15.391,19.383,16.623,18.334,14.784,14.413,14.328,18.466,15.891,17.797,14.386,14.107,14.084,-3.242,0.046,-6.444,0.034,0.079,0.041,71.082,57.728,3.267,15.1,usable,FALSE,1.59,3.069,2.231,5.3,-0.936,0.084,-0.995945,-0.876485,0.11946,ok,good,4517.5,124.6,2.775,0.415,-0.404,0.152,-0.502,0.122,0.158,0.27,2,2,usable,modeled,FALSE,5,4.728,r,FALSE,4250,2.5,-1,0.4,-267.5,-0.275,-0.498,0.242,check,4517.5,124.6,2.775,0.415,-0.502,0.122,SP_Ace_primary_CaT_DP_disagrees,0.158,0.27,SP_Ace,TRUE,FALSE,secondary
201,273.067,-31.824,4048851135904078976,113848849,93924,matched,TRUE,TRUE,15.913,19.418,17.006,16.001,15.48,15.227,15.004,17.76,15.682,15.03,14.761,14.674,14.564,-3.329,0.055,-7.815,0.042,0.112,0.047,-15.399,-28.753,3.962,18.9,usable,TRUE,1.474,2.697,2.017,4.714,-1.013,0.055,-1.051867,-0.974399,0.077468,ok,good,5150.5,134.9,2.808,0.461,-0.48,0.124,-0.486,0.179,0.014,0.478,2,2,usable,modeled,TRUE,6,0.231,,FALSE,4750,3.5,-0.75,0.3,-400.5,0.692,-0.264,0.286,check,5150.5,134.9,2.808,0.461,-0.486,0.179,SP_Ace_primary_CaT_DP_disagrees,0.014,0.478,SP_Ace,FALSE,FALSE,secondary
202,272.839,-31.803,4048849246136010368,113185851,2176,matched,TRUE,TRUE,16.471,18.017,16.857,16.527,16.404,16.236,15.89,16.903,15.968,15.875,15.921,15.865,15.594,-3.599,0.063,-9.351,0.046,0.135,0.055,202.871,189.517,3.779,13.5,weak,FALSE,0.102,0.207,1.027,1.235,-2.314,0.296,-2.104245,-2.523441,-0.419196,CHECK W2 vs W3,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
203,273.09,-31.807,4048852651979686912,146918585,177750,matched,TRUE,TRUE,16.655,19.989,17.758,16.724,16.236,15.939,15.791,18.191,16.323,15.671,15.457,15.339,15.313,-4.518,0.084,-7.303,0.066,0.176,0.064,114.359,101.005,3.905,15.4,usable,FALSE,1.226,2.481,1.995,4.477,-0.974,0.009,-0.968346,-0.980654,-0.012308,ok,good,5329,322.6,2.626,0.836,-0.566,0.298,-0.613,0.611,0.065,0.267,2,2,weak,modeled,TRUE,5,0.072,u,FALSE,5000,1.5,-0.5,0.2,-329,-1.126,0.113,0.135,check,5329,322.6,2.626,0.836,-0.613,0.611,SP_Ace_primary_CaT_DP_disagrees,0.065,0.267,SP_Ace,FALSE,FALSE,RV_CaT_only
204,272.862,-31.787,4048855160200785280,120702177,100094,matched,TRUE,TRUE,15.384,19.574,16.651,15.5,14.971,14.646,14.403,18.338,15.664,14.776,14.435,14.234,14.075,-4.306,0.037,-6.32,0.027,0.037,0.035,67.005,53.651,3.531,19.6,usable,FALSE,1.409,2.82,2.087,4.908,-1.069,0.038,-1.096241,-1.042303,0.053938,ok,good,4496.5,99.5,2.652,0.475,-0.52,0.124,-0.765,0.098,0.348,0.239,2,2,usable,modeled,TRUE,6,0.661,,FALSE,4250,2.5,-1,0.4,-246.5,-0.152,-0.235,0.052,consistent,4496.5,100,2.652,0.475,-0.884,0.094,SP_Ace+CaT_DP_consensus,0.348,0.239,SP_Ace,TRUE,TRUE,secondary
205,273.103,-31.758,4048853236096337280,151584058,591728,matched,TRUE,TRUE,17.1,20.333,18.137,17.166,16.662,16.414,16.174,18.6,16.753,16.151,15.911,15.836,15.714,-4.357,0.139,-6.82,0.1,-0.184,0.102,-185.274,-198.627,3.524,11.6,weak,FALSE,0.478,1.383,1.225,2.608,-1.69,0.2,-1.548951,-1.832035,-0.283084,CHECK W2 vs W3,usable,5655,547.6,4.362,1.687,-0.474,0.221,-0.474,0.035,-0.01,0.24,2,2,weak,modeled,TRUE,6,1.301,,FALSE,5000,3.5,-0.5,0.2,-655,-0.862,-0.026,0.21,check,5655,547.6,4.362,1.687,-0.474,0.12,SP_Ace_primary_CaT_DP_disagrees,-0.01,0.24,SP_Ace,FALSE,FALSE,caution
206,272.982,-31.793,4048852170943726336,113607455,54315,matched,TRUE,TRUE,15.247,19.788,17.114,15.601,14.71,14.2,13.805,18.308,15.932,14.734,14.068,13.706,13.412,-3.479,0.056,-6.479,0.043,0.125,0.046,126.895,113.541,3.943,17.1,usable,FALSE,1.408,2.986,2.584,5.57,-0.888,0.038,-0.914814,-0.861238,0.053576,ok,good,3821.5,83,2.329,0.385,-0.219,0.179,-0.318,0.102,0.143,0.289,2,2,usable,modeled,TRUE,5,2.38,u,FALSE,3800,2.5,-0.75,0.3,-21.5,0.171,-0.432,0.157,check,3821.5,100,2.329,0.385,-0.318,0.12,SP_Ace_primary_CaT_DP_disagrees,0.143,0.289,SP_Ace,FALSE,FALSE,secondary
207,272.921,-31.779,4048855057161960192,120920467,112331,matched,TRUE,TRUE,16.199,20.186,17.392,16.277,15.765,15.428,15.184,18.753,16.248,15.438,15.144,14.95,14.803,-3.99,0.058,-7.351,0.041,-0.078,0.051,139.958,126.604,3.748,14.7,weak,FALSE,1.364,2.887,2.042,4.929,-0.891,0.027,-0.910072,-0.872424,0.037648,ok,good,4868.5,256.1,2.786,0.671,-0.629,0.226,-0.871,0.356,0.357,0.401,2,2,weak,modeled,TRUE,5,0.694,u,FALSE,4500,2,-1,0.4,-368.5,-0.786,-0.129,0.043,check,4868.5,256.1,2.786,0.671,-0.888,0.138,SP_Ace+CaT_DP_consensus,0.357,0.401,SP_Ace,TRUE,TRUE,caution
208,273.026,-31.779,4048852239663121152,121323363,148845,matched,TRUE,TRUE,15.522,19.752,16.795,15.612,15.044,14.751,14.494,18.082,15.462,14.634,14.32,14.194,14.05,-3.845,0.045,-7.706,0.032,0.126,0.036,188.44,175.086,3.811,16.6,usable,FALSE,0.937,3.151,2.179,5.33,-0.985,0.083,-0.926731,-1.043657,-0.116926,ok,good,4369,92.7,2.516,0.364,-0.645,0.119,-0.94,0.081,0.404,0.268,2,2,usable,modeled,TRUE,6,0.407,,FALSE,4500,1.5,-1.5,0.4,131,-1.016,-0.56,-0.004,check,4369,100,2.516,0.364,-0.957,0.094,SP_Ace+CaT_DP_consensus,0.404,0.268,SP_Ace,TRUE,TRUE,secondary
209,272.964,-31.764,4048852441441123456,121084117,125379,matched,TRUE,TRUE,16.141,20.096,17.324,16.21,15.733,15.397,15.168,18.501,16.05,15.276,15.041,14.865,14.744,-4.394,0.059,-8.56,0.044,0.035,0.051,205.914,192.561,5.282,16.6,usable,FALSE,0.745,2.907,2.103,5.01,-0.981,0.132,-0.887932,-1.074362,-0.18643,ok,usable,4874,171.1,3.562,0.376,-0.239,0.141,-0.434,0.142,0.281,0.228,2,2,usable,modeled,TRUE,6,0.612,,FALSE,4500,3,-0.75,0.3,-374,-0.562,-0.316,0.019,check,4874,171.1,3.562,0.376,-0.434,0.142,SP_Ace_primary_CaT_DP_disagrees,0.281,0.228,SP_Ace,FALSE,FALSE,secondary
210,273.053,-31.84,4048851105791461632,113809953,87708,matched,TRUE,TRUE,16.495,19.964,17.529,16.509,16.074,15.782,15.59,18.574,16.42,15.695,15.471,15.318,15.221,-3.374,0.085,-6.114,0.064,0.075,0.069,-64.629,-77.983,4.968,15.5,usable,FALSE,0.955,2.387,2.311,4.697,-0.98,0.078,-0.924342,-1.034752,-0.11041,ok,good,4966,180.1,2.212,0.565,-0.429,0.172,-0.854,0.179,0.566,0.414,2,2,usable,modeled,TRUE,5,0.275,u,FALSE,4750,1,-0.75,0.3,-216,-1.212,0.104,-0.266,check,4966,180.1,2.212,0.565,-0.928,0.115,SP_Ace+CaT_DP_consensus,0.566,0.414,SP_Ace,TRUE,TRUE,secondary
211,272.957,-31.743,4048855572517471744,121058123,123131,matched,TRUE,TRUE,16.201,20.082,17.388,16.271,15.755,15.43,15.202,18.444,16.08,15.311,15.045,14.884,14.767,-4.664,0.104,-7.394,0.076,-0.476,0.09,3.087,-10.267,3.904,13.4,weak,FALSE,1.639,3.06,2.665,5.725,-0.556,0.097,-0.624164,-0.486966,0.137198,ok,good,4600.5,134.7,2.996,0.406,-0.337,0.154,-0.329,0.111,-0.021,0.342,2,2,weak,modeled,TRUE,5,0.969,g,FALSE,4750,2.5,-0.5,0.2,149.5,-0.496,-0.171,0.221,consistent,4600.5,134.7,2.996,0.406,-0.417,0.094,SP_Ace+CaT_DP_consensus,-0.021,0.342,SP_Ace,FALSE,FALSE,caution
212,273.033,-31.733,4048854125068410752,121349361,151658,matched,TRUE,TRUE,16.336,19.845,17.366,16.381,15.897,15.635,15.436,18.411,16.221,15.541,15.275,15.157,15.055,-3.821,0.073,-6.83,0.055,0.24,0.055,47.843,34.489,3.295,16.4,usable,FALSE,1.229,2.578,2.223,4.801,-0.932,0.008,-0.926782,-0.938004,-0.011222,ok,good,5107.5,218,2.815,1.096,-0.524,0.155,-0.509,0.252,-0.026,0.414,2,2,usable,modeled,TRUE,5,0.231,u,FALSE,4750,2,-1,0.4,-357.5,-0.815,-0.491,0.426,check,5107.5,218,2.815,1.096,-0.509,0.252,SP_Ace_primary_CaT_DP_disagrees,-0.026,0.414,SP_Ace,FALSE,FALSE,secondary
213,272.951,-31.711,4048855813076334720,121037526,121440,matched,TRUE,TRUE,16.073,19.762,17.253,16.23,15.731,15.329,15.131,18.235,16.034,15.336,15.069,14.82,14.725,-4.544,0.049,-8.624,0.036,0.147,0.042,-121.834,-135.188,4.85,16.9,usable,FALSE,0.87,2.641,1.692,4.332,-1.204,0.1,-1.133455,-1.274635,-0.14118,ok,good,5385,283.4,2.246,0.943,-0.645,0.196,-0.7,0.383,0.091,0.494,2,2,usable,modeled,TRUE,5,1.801,u,FALSE,4750,1,-1,0.4,-635,-1.246,-0.3,0.309,check,5385,283.4,2.246,0.943,-0.7,0.383,SP_Ace_primary_CaT_DP_disagrees,0.091,0.494,SP_Ace,FALSE,FALSE,secondary
214,272.977,-31.732,4048855538157703040,121134162,130035,matched,TRUE,TRUE,16.421,20.121,17.538,16.503,16.063,15.754,15.551,18.494,16.239,15.55,15.358,15.211,15.119,-4.539,0.06,-7.621,0.043,0.057,0.051,68.88,55.527,3.453,11.9,weak,FALSE,1.411,2.589,2.309,4.897,-0.827,0.039,-0.854411,-0.799749,0.054662,ok,good,5207.5,387.2,3.072,0.991,-0.425,0.193,-0.404,0.049,-0.012,0.288,2,2,weak,modeled,TRUE,6,0.333,,FALSE,4750,3,-1,0.4,-457.5,-0.072,-0.596,0.412,check,5207.5,387.2,3.072,0.991,-0.404,0.12,SP_Ace_primary_CaT_DP_disagrees,-0.012,0.288,SP_Ace,FALSE,FALSE,caution
215,272.872,-31.686,4048856843828376960,120740153,101776,matched,TRUE,TRUE,16.303,20.112,17.564,19.257,15.634,15.329,15.211,18.471,16.254,18.296,14.922,14.782,14.775,-3.947,0.065,-6.084,0.049,0.129,0.061,-31.864,-45.218,3.626,14.6,weak,TRUE,1.686,2.613,2.061,4.674,-0.955,0.109,-1.031783,-0.877571,0.154212,ok,good,4820.5,335.3,2.944,0.794,-0.505,0.216,-0.701,0.255,0.311,0.427,2,2,weak,modeled,FALSE,5,3.968,r,FALSE,4500,2,-1,0.4,-320.5,-0.944,-0.299,0.089,check,4820.5,335.3,2.944,0.794,-0.889,0.129,SP_Ace+CaT_DP_consensus,0.311,0.427,SP_Ace,TRUE,TRUE,caution
217,272.95,-31.694,4048857355021095680,121032122,120994,matched,TRUE,TRUE,15.965,19.614,17.087,16.024,15.581,15.3,15.043,18.296,16.035,15.252,15.009,14.86,14.693,-4.559,0.051,-6.866,0.038,0.115,0.044,-0.485,-13.839,3.281,17.7,usable,FALSE,1.297,2.706,1.803,4.509,-1.097,0.009,-1.103409,-1.090015,0.013394,ok,good,4938.5,196.9,2.061,0.706,-0.866,0.19,-0.862,0.344,0,0.373,2,2,usable,modeled,TRUE,6,0.657,,FALSE,4500,3,-1,0.4,-438.5,0.939,-0.138,0.4,check,4938.5,196.9,2.061,0.706,-1.059,0.137,SP_Ace+CaT_DP_consensus,0,0.373,SP_Ace,FALSE,FALSE,secondary
218,272.881,-31.724,4048856156633413760,120772106,103081,matched,TRUE,TRUE,17.046,99.999,17.535,16.989,16.686,16.443,16.366,98.469,16.314,16.093,16.023,15.933,15.96,-4.806,0.081,-6.523,0.06,0.219,0.072,-15.685,-29.038,3.33,10.1,weak,TRUE,1.008,1.984,1.01,2.994,-1.449,0.065,-1.403832,-1.495056,-0.091224,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.449,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
219,273.142,-31.714,4048947450535742080,151733748,610577,matched,TRUE,TRUE,14.193,20.108,16.712,15.034,13.337,12.491,12.091,18.561,15.477,14.128,12.666,11.975,11.68,-3.598,0.035,-6.842,0.025,0.061,0.029,-10.504,-23.857,3.472,7.5,weak,FALSE,1.567,2.272,2.584,4.855,-1.426,0.079,-1.481438,-1.370304,0.111134,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.426,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
221,272.873,-31.661,4048868693597720704,120742619,101870,matched,TRUE,TRUE,14.979,19.589,16.362,15.103,14.547,14.169,13.917,18.038,15.124,14.194,13.874,13.652,13.505,-4.742,0.037,-7.501,0.026,0.083,0.03,-43.72,-57.074,3.368,18.9,usable,TRUE,1.542,3.202,2.575,5.777,-0.825,0.072,-0.876464,-0.77438,0.102084,ok,good,4190.5,205.7,1.851,0.399,-0.695,0.135,-0.94,0.092,0.351,0.259,2,2,usable,modeled,TRUE,6,0.404,,FALSE,4250,2,-1.5,0.4,59.5,0.149,-0.56,0.049,check,4190.5,205.7,1.851,0.399,-0.895,0.094,SP_Ace+CaT_DP_consensus,0.351,0.259,SP_Ace,TRUE,TRUE,secondary
222,273.404,-31.819,4048895189267805056,147788547,341246,matched,TRUE,TRUE,17.136,99.999,17.901,17.258,16.821,16.618,16.357,98.358,16.591,16.296,16.109,16.07,15.921,-3.625,0.175,-6.96,0.134,0.214,0.148,-33.915,-47.269,6.341,20.9,good,TRUE,0.73,2.196,1.498,3.694,-1.216,0.136,-1.120133,-1.311993,-0.19186,ok,usable,5916.5,375.3,2.607,1.145,-0.721,0.287,-0.61,0.545,-0.192,0.343,2,2,weak,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,5916.5,375.3,2.607,1.145,-0.61,0.545,SP_Ace_primary_CaT_DP_disagrees,-0.192,0.343,SP_Ace,FALSE,FALSE,RV_CaT_only
223,273.143,-31.687,4048947553614990080,151736970,610990,matched,TRUE,TRUE,16.74,20.234,17.785,16.71,16.214,15.917,15.647,18.476,16.382,15.68,15.452,15.331,15.18,-4.898,0.124,-7.357,0.088,0.138,0.1,-0.555,-13.909,5.476,17.7,usable,FALSE,1.451,3.07,1.895,4.965,-0.762,0.049,-0.796266,-0.727124,0.069142,ok,good,4615,359.1,2.6,1.267,-1.439,0.376,-1.571,0.127,0.192,0.42,2,2,usable,modeled,TRUE,6,0.645,,FALSE,4750,1.5,-1.5,0.4,135,-1.1,0.071,0.208,check,4615,359.1,2.6,1.267,-1.571,0.127,SP_Ace_primary_CaT_DP_disagrees,0.192,0.42,SP_Ace,FALSE,FALSE,secondary
224,272.89,-31.643,4048868732302498048,120808522,104825,matched,TRUE,TRUE,15.995,19.759,17.147,16.071,15.612,15.313,15.068,18.256,15.947,15.19,14.96,14.812,14.669,-3.651,0.05,-7.763,0.037,-0.031,0.044,5.132,-8.222,3.289,22.1,good,FALSE,1.631,3.047,2.149,5.196,-0.781,0.095,-0.847757,-0.713455,0.134302,ok,good,4758,123.5,2.915,0.416,-0.685,0.12,-0.745,0.136,0.095,0.368,2,2,good,modeled,TRUE,6,0.681,,FALSE,4500,2.5,-1,0.4,-258,-0.415,-0.255,0.305,consistent,4758,123.5,2.915,0.416,-0.761,0.101,SP_Ace+CaT_DP_consensus,0.095,0.368,SP_Ace,FALSE,FALSE,primary
225,272.88,-31.622,4048870484690033024,120770658,103016,matched,TRUE,TRUE,15.892,19.769,16.949,15.949,15.477,15.205,14.967,18.23,15.721,15.048,14.81,14.692,14.558,-4.899,0.05,-6.707,0.035,0.203,0.042,130.585,117.231,3.256,14.1,weak,FALSE,1.112,2.673,2.395,5.068,-0.951,0.038,-0.924392,-0.977968,-0.053576,ok,good,5007.5,201.4,3.216,0.547,-0.273,0.207,-0.164,0.163,-0.202,0.383,2,2,weak,modeled,TRUE,6,0.674,,FALSE,4750,2.5,-0.5,0.2,-257.5,-0.716,-0.336,0.402,consistent,5007.5,201.4,3.216,0.547,-0.164,0.163,SP_Ace_primary_CaT_DP_disagrees,-0.202,0.383,SP_Ace,FALSE,FALSE,caution
