fiberid,RVraw,RV,e_RV,S/N,CaT1,CaT2,CaT3,SumEW23,BDBS_match,n6569_oid,radeg,decdeg,umag,uerr,gmag,gerr,rmag,rerr,imag,ierr,zmag,zerr,ymag,yerr,Au,Ag,Ar,Ai,Az,Ay,bdbs_id,gaia_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag
360,124.106,110.752,3.224,18.300,0.721,2.124,1.782,3.906,matched,812180,273.568,-31.755,20.318,0.021,18.111,0.007,16.982,0.015,16.320,0.004,15.949,0.001,15.766,0.012,2.230,1.781,1.306,0.967,0.744,0.592,153357899,4048891134913428352,4048891134913428352,273.56820,0.065,-31.75500,0.058,0.118,0.073,-4.346,0.078,-6.452,0.062,16.830
361,4.718,-8.635,3.546,14.300,1.546,3.197,2.670,5.867,matched,892552,273.809,-31.560,19.958,0.010,17.326,0.003,16.283,0.009,15.888,0.005,15.606,0.009,15.441,0.008,1.416,1.131,0.830,0.614,0.472,0.376,154223078,4048917248319947904,4048917248319947904,273.80944,0.052,-31.56043,0.049,0.091,0.068,-4.879,0.064,-7.025,0.050,16.274
362,-85.401,-98.755,3.436,18.200,1.359,2.982,2.340,5.322,matched,890467,273.801,-31.578,19.569,0.003,16.870,0.003,15.785,0.008,15.280,0.005,14.974,0.002,14.782,0.004,1.426,1.138,0.835,0.618,0.476,0.379,154193977,4048917213960180224,4048917213960180224,273.80111,0.042,-31.57778,0.040,-0.004,0.052,-5.089,0.052,-6.348,0.040,15.711
363,-19.698,-33.051,3.490,10.800,0.917,2.815,2.637,5.452,matched,857133,273.688,-31.664,20.223,0.049,18.231,0.008,17.368,0.005,16.949,0.008,16.695,0.009,16.546,0.010,2.010,1.604,1.177,0.871,0.670,0.534,153794544,4048892715461353088,4048892715461353088,273.68768,0.084,-31.66434,0.076,0.482,0.105,-3.440,0.101,-7.950,0.078,17.302
364,-112.655,-126.009,4.835,15.900,1.311,2.902,2.483,5.385,matched,900727,273.844,-31.600,19.560,0.030,17.103,0.005,16.138,0.003,15.733,0.003,15.475,0.007,15.307,0.001,1.183,0.944,0.693,0.513,0.395,0.314,154339271,4048914014098192000,4048914014098192000,273.84372,0.045,-31.60036,0.042,0.162,0.059,-4.248,0.059,-6.011,0.043,16.100
365,-78.980,-92.334,3.218,17.400,1.330,3.009,2.370,5.379,matched,780679,273.492,-31.727,20.235,0.021,17.349,0.003,16.249,0.013,15.622,0.008,15.326,0.020,15.087,0.023,1.927,1.538,1.129,0.836,0.643,0.512,153076241,4048897383986052224,4048897383986052224,273.49234,0.045,-31.72681,0.039,0.031,0.050,-5.009,0.054,-7.130,0.040,16.083
366,58.640,45.286,3.308,19.400,1.237,2.517,2.119,4.637,matched,912464,273.897,-31.583,19.341,0.023,17.020,0.010,16.117,0.001,15.731,0.006,15.481,0.004,15.318,0.002,0.927,0.740,0.543,0.402,0.309,0.246,154520227,4048915358534088704,4048915358534088704,273.89670,0.065,-31.58273,0.058,-0.158,0.077,-5.087,0.082,-7.056,0.059,16.096
367,82.011,68.657,3.707,17.200,1.246,2.678,2.403,5.081,matched,848611,273.663,-31.736,20.667,0.006,18.049,0.001,16.823,0.005,16.105,0.003,15.737,0.000,15.530,0.006,2.148,1.715,1.258,0.931,0.717,0.571,153703774,4048890752555112576,4048890752555112576,273.66294,0.080,-31.73580,0.067,0.025,0.084,-3.345,0.096,-5.919,0.070,16.626
368,25.780,12.426,3.788,14.800,1.236,2.456,2.469,4.925,matched,863219,273.706,-31.643,20.352,0.002,17.804,0.005,16.654,0.010,16.059,0.004,15.702,0.008,15.463,0.002,1.788,1.427,1.047,0.775,0.596,0.475,153858514,4048893089017945728,4048893089017945728,273.70549,0.058,-31.64351,0.053,-0.005,0.073,-3.243,0.069,-6.149,0.053,16.546
369,28.913,15.559,5.003,16.400,1.256,2.624,2.645,5.269,matched,850847,273.669,-31.705,20.310,0.053,18.027,0.004,16.968,0.006,16.390,0.000,16.091,0.008,15.947,0.002,1.963,1.567,1.150,0.851,0.655,0.522,153727365,4048892474943131648,4048892474943131648,273.66941,0.070,-31.70507,0.061,0.108,0.077,-3.370,0.083,-6.655,0.062,16.842
370,54.240,40.886,3.249,20.400,1.471,3.028,2.449,5.477,matched,895065,273.820,-31.619,19.324,0.026,16.514,0.004,15.429,0.002,14.927,0.001,14.609,0.001,14.419,0.010,1.304,1.041,0.764,0.565,0.435,0.346,154259488,4048913606187521024,4048913606187521024,273.81993,0.033,-31.61921,0.030,0.112,0.039,-4.919,0.041,-8.089,0.032,15.337
371,65.380,52.026,3.914,22.300,1.516,2.773,2.556,5.329,matched,787841,273.509,-31.753,19.920,0.004,16.696,0.014,15.377,0.005,14.668,0.004,14.274,0.001,14.048,0.000,1.962,1.566,1.149,0.851,0.654,0.521,153140206,4048885564236057472,4048885564236057472,273.50925,0.030,-31.75259,0.025,0.090,0.035,-4.992,0.035,-7.356,0.026,15.193
372,129.529,116.175,3.516,20.100,0.997,2.359,2.090,4.449,matched,837411,273.631,-31.730,19.513,0.029,17.094,0.001,16.030,0.022,15.423,0.028,15.094,0.000,14.917,0.009,2.095,1.672,1.227,0.908,0.699,0.556,153589205,4048890924353811584,4048890924353811584,273.63051,0.044,-31.72970,0.037,0.127,0.048,-4.338,0.050,-7.070,0.038,15.893
373,158.350,144.997,3.682,15.400,1.262,2.843,2.399,5.242,matched,894796,273.819,-31.669,19.961,0.032,17.387,0.006,16.393,0.001,15.925,0.001,15.633,0.009,15.441,0.016,1.527,1.219,0.894,0.662,0.509,0.406,154255786,4048913155104608384,4048913155104608384,273.81888,0.056,-31.66877,0.050,0.175,0.063,-3.945,0.070,-8.047,0.051,16.306
375,23.740,10.387,3.389,16.000,1.632,3.261,2.683,5.944,matched,912441,273.897,-31.660,19.729,0.007,16.904,0.005,15.864,0.006,15.406,0.005,15.125,0.004,14.946,0.006,1.134,0.906,0.665,0.492,0.378,0.301,154519894,4048912811507236352,4048912811507236352,273.89660,0.042,-31.66003,0.037,0.068,0.050,-3.485,0.055,-7.334,0.039,15.785
376,-37.337,-50.691,3.391,17.500,1.519,3.246,2.651,5.897,matched,878645,273.759,-31.645,19.794,0.021,16.683,0.008,15.465,0.008,14.923,0.007,14.565,0.005,14.357,0.001,1.729,1.380,1.013,0.750,0.577,0.459,154043499,4048892990339159936,4048892990339159936,273.75852,0.035,-31.64465,0.035,0.137,0.049,-3.352,0.040,-5.886,0.033,15.367
377,-94.578,-107.932,3.535,18.400,1.391,3.095,2.587,5.682,matched,880843,273.766,-31.718,20.407,0.033,17.046,0.013,15.659,0.006,14.886,0.001,14.467,0.000,14.230,0.005,1.868,1.491,1.094,0.810,0.623,0.496,154070068,4048889520005403008,4048889520005403008,273.76602,0.034,-31.71799,0.029,0.163,0.039,-4.288,0.043,-5.946,0.031,15.434
378,-30.645,-43.999,4.290,13.000,0.542,1.960,2.352,4.312,matched,372885,273.464,-31.930,20.469,0.001,18.454,0.005,17.427,0.001,16.874,0.000,16.532,0.005,16.339,0.016,1.999,1.596,1.171,0.867,0.667,0.531,147950298,4048881823312493824,4048881823312493824,273.46353,0.083,-31.92972,0.069,0.171,0.090,-3.969,0.112,-7.131,0.077,17.321
379,-47.366,-60.720,3.570,13.800,1.335,2.569,1.904,4.473,matched,868736,273.723,-31.720,20.974,0.051,18.528,0.006,17.322,0.016,16.729,0.018,16.357,0.005,16.172,0.001,1.946,1.553,1.140,0.844,0.649,0.517,153918735,4048889378166504576,4048889378166504576,273.72272,0.078,-31.71992,0.067,0.133,0.088,-4.272,0.095,-7.663,0.069,17.202
381,-42.633,-55.987,7.650,9.000,0.600,0.158,0.000,0.158,matched,917195,273.922,-31.687,16.658,0.014,15.690,0.007,16.001,0.015,15.378,0.003,15.372,0.053,15.245,0.002,0.986,0.787,0.578,0.428,0.329,0.262,154602795,4045910113966239616,4045910113966239616,273.92203,0.045,-31.68730,0.044,0.053,0.070,-2.451,0.062,-6.730,0.040,15.847
382,165.366,152.012,3.595,15.500,1.126,3.034,2.403,5.438,matched,874499,273.743,-31.734,20.649,0.036,17.832,0.007,16.646,0.011,15.987,0.026,15.646,0.006,15.439,0.009,1.905,1.520,1.116,0.826,0.635,0.506,153989799,4048889107688551552,4048889107688551552,273.74277,0.054,-31.73446,0.046,0.158,0.058,-4.477,0.067,-8.010,0.049,16.511
383,141.767,128.413,3.404,15.200,0.703,2.314,2.569,4.883,matched,873236,273.738,-31.753,20.389,0.018,18.134,0.014,17.063,0.005,16.518,0.001,16.214,0.041,16.000,0.010,1.941,1.550,1.137,0.842,0.647,0.516,153972214,4048889004609303936,4048889004609303936,273.73783,0.068,-31.75331,0.059,0.227,0.074,-4.393,0.087,-7.477,0.062,16.954
384,26.238,12.884,3.622,14.700,1.449,3.114,2.399,5.512,matched,415836,273.550,-31.801,20.513,0.001,17.840,0.027,16.755,0.006,16.186,0.011,15.867,0.013,15.643,0.010,1.853,1.479,1.085,0.803,0.618,0.492,148178240,4048884430361334528,4048884430361334528,273.54994,0.059,-31.80133,0.050,0.177,0.065,-3.742,0.070,-6.035,0.052,16.631
385,-30.464,-43.818,3.391,12.800,1.874,3.589,3.002,6.591,matched,914200,273.906,-31.747,19.862,0.032,16.096,0.001,14.637,0.007,13.633,0.002,13.098,0.006,12.813,0.009,1.401,1.119,0.821,0.608,0.467,0.372,154549041,4045909323692095360,4045909323692095360,273.90575,0.028,-31.74700,0.026,0.089,0.036,-4.701,0.032,-6.056,0.024,14.241
386,-37.406,-50.760,3.895,15.600,1.088,2.834,1.642,4.476,matched,798931,273.535,-31.774,20.457,0.028,18.131,0.005,17.004,0.017,16.400,0.039,16.073,0.007,15.868,0.001,1.997,1.595,1.170,0.866,0.666,0.531,153236009,4048885293756518528,4048885293756518528,273.53514,0.065,-31.77367,0.055,-0.027,0.070,-4.095,0.076,-7.366,0.057,16.878
387,12.378,-0.976,5.002,12.700,0.331,1.443,2.117,3.560,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,28.763,15.409,3.564,18.700,2.073,3.574,2.788,6.362,matched,924372,273.977,-31.741,19.591,0.006,16.390,0.003,15.231,0.001,14.722,0.003,14.459,0.035,14.198,0.007,1.115,0.890,0.653,0.484,0.372,0.296,154779602,4045908945764712192,4045908945764712192,273.97735,0.034,-31.74062,0.036,0.064,0.054,-3.761,0.040,-6.546,0.034,15.145
389,49.113,35.760,4.168,14.300,1.395,2.879,2.528,5.407,matched,476677,273.674,-31.795,20.296,0.000,17.953,0.008,16.838,0.017,16.242,0.009,15.949,0.001,15.695,0.003,2.226,1.777,1.304,0.965,0.742,0.591,148501895,4048887527036563328,4048887527036563328,273.67351,0.070,-31.79466,0.059,-0.002,0.073,-3.708,0.084,-6.423,0.063,16.733
390,-22.269,-35.623,3.713,13.400,0.667,2.055,1.911,3.966,matched,361503,273.442,-31.854,18.846,0.008,17.500,0.001,16.971,0.000,16.695,0.027,16.431,0.019,16.296,0.003,1.762,1.407,1.032,0.764,0.588,0.468,147890784,4048883300891669632,4048883300891669632,273.44153,0.112,-31.85374,0.098,0.363,0.116,-3.782,0.139,-6.535,0.106,17.242
391,157.219,143.865,3.928,12.900,1.271,2.812,1.985,4.796,matched,835337,273.625,-31.776,20.553,0.000,17.934,0.008,16.639,0.003,15.914,0.028,15.481,0.004,15.251,0.004,2.318,1.850,1.358,1.005,0.773,0.616,153568919,4048890241456608000,4048890241456608000,273.62487,0.050,-31.77574,0.043,0.104,0.055,-4.636,0.059,-6.274,0.044,16.421
392,-11.828,-25.182,4.355,12.900,0.918,1.757,1.715,3.472,matched,346448,273.413,-31.846,18.452,0.022,18.173,0.005,17.478,0.050,17.070,0.002,16.755,0.001,16.475,0.211,1.758,1.404,1.030,0.762,0.587,0.467,147813866,4048883335141758336,4048883335141758336,273.41337,0.078,-31.84626,0.070,0.202,0.090,-3.907,0.098,-7.534,0.072,17.360
393,-97.150,-110.504,3.490,18.300,1.298,2.944,2.383,5.326,matched,560354,273.893,-31.811,19.957,0.004,17.181,0.009,15.980,0.006,15.349,0.005,14.953,0.008,14.741,0.007,1.732,1.383,1.015,0.751,0.578,0.460,149061198,4045884859558180992,4045884859558180992,273.89263,0.041,-31.81056,0.036,0.116,0.051,-3.433,0.050,-6.658,0.036,15.823
394,-43.725,-57.079,3.382,17.500,1.491,3.055,2.485,5.540,matched,917468,273.924,-31.774,19.789,0.018,17.035,0.002,15.871,0.001,15.293,0.002,14.960,0.006,14.725,0.012,1.573,1.256,0.921,0.682,0.525,0.418,154608168,4045908464698555264,4045908464698555264,273.92371,0.043,-31.77370,0.039,0.137,0.055,-5.012,0.051,-8.294,0.039,15.764
395,51.227,37.873,3.786,14.200,1.031,2.701,2.215,4.916,matched,499489,273.720,-31.800,20.499,0.056,18.338,0.006,17.302,0.005,16.771,0.005,16.433,0.006,16.277,0.003,1.947,1.555,1.141,0.844,0.650,0.517,148625121,4048886633682819712,4048886633682819712,273.72027,0.082,-31.79973,0.071,0.506,0.085,-4.950,0.101,-7.798,0.074,17.187
396,-51.603,-64.957,3.717,14.900,1.369,3.293,2.164,5.458,matched,800321,273.538,-31.784,20.412,0.000,17.919,0.011,16.788,0.009,16.268,0.009,15.937,0.002,15.731,0.006,1.850,1.477,1.084,0.802,0.617,0.491,153247939,4048885186278943104,4048885186278943104,273.53842,0.063,-31.78436,0.055,0.054,0.068,-3.306,0.073,-7.100,0.055,16.741
398,-40.576,-53.930,3.899,10.300,1.390,1.581,0.868,2.449,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,93.386,80.032,3.939,16.600,1.036,1.894,1.371,3.265,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
